street,district,rooms,area,price,material,condition,year_built,total_floors
Valge tn 16,Lasnamäe,1.0,28.8,79900,kivimaja,uus,2020.0,5.0
Liivaoja 2,Kesklinn,2.0,53.6,144950,kivimaja,heas korras,2006.0,5.0
Kollane 8/10,Kesklinn,3.0,125.0,289900,kivimaja,uus,2006.0,6.0
Päevalille 4-55,Haabersti,3.0,50.8,125900,paneelmaja,uus,2020.0,15.0
Kalevipoja põik 3,Lasnamäe,2.0,49.6,87480,paneelmaja,renoveeritud,1979.0,9.0
Paepargi 50/1,Lasnamäe,2.0,56.5,126500,paneelmaja,uus,2020.0,14.0
Liinivahe 4-4,Põhja-Tallinn,4.0,86.4,206800,kivimaja,uus,2020.0,3.0
Pärnu maantee 33-409,Kesklinn,1.0,36.9,125000,kivimaja,uus,2020.0,8.0
Majaka 54,Lasnamäe,4.0,94.5,201000,kivimaja,uus,2019.0,4.0
Pärnu maantee 33-507,Kesklinn,1.0,37.5,128000,kivimaja,uus,2020.0,8.0
Pirita tee 26f,Kesklinn,2.0,99.8,186000,paneelmaja,heas korras,2003.0,16.0
Jahu 6-6/2-66,Põhja-Tallinn,3.0,63.7,224000,paneelmaja,uus,2019.0,6.6790013374944275
Lätte 9,Kesklinn,4.0,91.8,245000,kivimaja,heas korras,1937.0,4.0
Võistluse 6-42,Kristiine,4.0,112.3,359300,kivimaja,uus,2019.0,14.0
Loitsu 5,Lasnamäe,3.0,60.1,94990,paneelmaja,renoveeritud,1981.0,9.0
P. Süda 9/1,Kesklinn,3.0,58.5,147500,puitmaja,renoveeritud,1928.0,3.0
Asunduse 15,Lasnamäe,2.0,52.6,107000,kivimaja,renoveeritud,1973.0,6.0
Siidisaba 11a,Kristiine,2.0,50.2,155000,kivimaja,heas korras,2005.0,4.0
Pirita tee 28a,Pirita,3.0,112.9,259000,kivimaja,keskmises seisukorras,2008.0,13.0
Pöörise 7-17,Mustamäe,2.0,45.0,99000,paneelmaja,uus,2020.0,12.0
Aiandi 8/1-8,Mustamäe,3.0,69.5,154990,kivimaja,uus,2021.0,8.0
Pöörise 7-64,Mustamäe,3.0,64.2,135000,paneelmaja,uus,2020.0,12.0
Tagala 10-39,Haabersti,3.0,71.0,129000,kivimaja,uus,2019.0,4.0
Vilde tee 87,Mustamäe,2.0,44.0,77800,kivimaja,renoveeritud,1965.0,5.0
Vesivärava 50,Kesklinn,2.0,57.4,129170,kivimaja,uus,2019.0,8.0
Tuletorni tn 12-2,Lasnamäe,4.0,80.6,195000,kivimaja,uus,2021.0,3.0
Asunduse 15,Lasnamäe,2.0,52.6,107000,kivimaja,renoveeritud,1975.0,6.0
Paldiski mnt 159,Haabersti,3.0,66.0,81900,paneelmaja,keskmises seisukorras,1977.0,5.0
Jahu 5-41,Põhja-Tallinn,2.0,40.5,172900,kivimaja,uus,2020.0,3.0
Liikuri 18c-4,Lasnamäe,3.0,64.1,135290,kivimaja,uus,2020.0,7.0
Toom-Kuninga 15-12,Kesklinn,3.0,64.4,179000,paneelmaja,uus,2020.0,8.0
Videviku 39,Kesklinn,3.0,53.0,127200,puitmaja,vajab san. remonti,1940.0,3.0
Suur-Karja 18,Vanalinn,4.0,95.4,379000,kivimaja,renoveeritud,1918.0,6.0
Aiandi 5/1-5,Mustamäe,3.0,60.7,137590,kivimaja,uus,2020.0,6.0
Soodi 4-39,Haabersti,5.0,113.0,279000,kivimaja,uus,2020.0,5.0
Kalaranna 8/1-25,Põhja-Tallinn,2.0,56.5,329000,paneelmaja,uus,2021.0,5.0
Oksa tn // Seebi tn 2//4-9,Kristiine,2.0,32.5,100000,kivimaja,uus,2020.0,4.0
Paepargi 50/1,Lasnamäe,3.0,63.8,138500,paneelmaja,uus,2020.0,14.0
Pärnu mnt 130-12,Kesklinn,2.0,52.5,116000,kivimaja,renoveeritud,2008.0,8.0
jarve otsa tee 2-4,Haabersti,2.0,52.1,83000,paneelmaja,keskmises seisukorras,1982.0,9.0
Komeedi 14,Kesklinn,3.0,133.9,330000,kivimaja,heas korras,2010.0,5.0
Pärnu mnt 130-30,Kesklinn,2.0,56.7,118000,kivimaja,renoveeritud,2008.0,8.0
Linnamäe tee 85,Lasnamäe,3.0,65.1,89500,paneelmaja,keskmises seisukorras,1986.0,9.0
Lesta tn 10/3-52,Haabersti,3.0,89.0,347100,paneelmaja,uus,2019.0,3.0
Paepargi 50/1-21,Lasnamäe,3.0,66.1,150500,paneelmaja,uus,2020.0,14.0
Vana-Viru 13,Kesklinn,2.0,72.8,193500,puitmaja,uus,2010.0,2.0
Pärnu maantee 29-705,Kesklinn,3.0,110.0,549000,kivimaja,uus,2020.0,8.0
J.Sütiste tee 33,Mustamäe,2.0,42.9,75000,paneelmaja,san. remont tehtud,1972.0,9.0
Videviku 15-8,Kesklinn,2.0,46.7,159000,kivimaja,uus,2020.0,5.0
Võistluse 6-3,Kesklinn,3.0,70.7,169500,kivimaja,uus,2019.0,14.0
Tuukri 25-20,Kadriorg,2.0,47.3,179000,kivimaja,uus,2021.0,5.0
Jakobi 16/1-9,Kesklinn,3.0,71.0,195000,puitmaja,uus,2020.0,4.0
Paldiski mnt 177,Haabersti,2.0,52.6,70000,paneelmaja,keskmises seisukorras,1976.0,5.0
Pöörise 7-55,Mustamäe,2.0,49.3,107000,paneelmaja,uus,2020.0,12.0
Valge 6A/2-3,Lasnamäe,2.0,55.6,139000,kivimaja,uus,2020.0,4.0
Jõeküla tee 18/3-4,Haabersti,2.0,50.9,128900,kivimaja,uus,2021.0,2.0
Kaubamaja 4,Vanalinn,3.0,94.1,220000,kivimaja,renoveeritud,1959.0,6.0
Jaan Koorti 10,Lasnamäe,1.0,32.8,61900,paneelmaja,san. remont tehtud,1982.0,9.0
Vana-Rannamõisa tee 1f/3,Haabersti,2.0,53.3,132000,kivimaja,heas korras,2012.0,4.0
Lai tn 9,Vanalinn,5.0,207.4,1250000,kivimaja,uus,1791.0,3.0
Kaera 19,Põhja-Tallinn,3.0,70.3,130000,kivimaja,renoveeritud,1961.0,2.0
Sõle 35,Põhja-Tallinn,2.0,49.2,90000,kivimaja,san. remont tehtud,1972.0,9.0
Toom-Kuninga 15-85,Kesklinn,3.0,63.3,205000,paneelmaja,uus,2020.0,8.0
Luise 17/2-10,Kesklinn,2.0,44.3,143975,kivimaja,uus,2020.0,3.0
Kalevipoja põik 3,Lasnamäe,3.0,64.7,94900,paneelmaja,heas korras,1979.0,9.0
Astangu 18-104,Haabersti,3.0,67.7,178900,paneelmaja,uus,2019.0,5.0
Laki 24,Mustamäe,1.0,15.9,59900,kivimaja,uus,2019.0,4.0
Punane 25,Lasnamäe,4.0,62.0,105000,paneelmaja,renoveeritud,1971.0,5.0
Tartu mnt 6,Kesklinn,2.0,43.0,119900,kivimaja,renoveeritud,1936.0,5.0
Mustamäe tee 100,Mustamäe,3.0,60.7,83000,paneelmaja,renoveeritud,1967.0,5.0
Poordi 3-75,Kesklinn,3.0,85.6,389000,kivimaja,uus,2017.0,7.0
Kivila 15,Lasnamäe,3.0,65.0,84990,paneelmaja,vajab san. remonti,1984.0,9.0
Alasi 5-32,Põhja-Tallinn,3.0,50.0,125000,kivimaja,uus,2020.0,4.0
Tihase 17-25,Kristiine,3.0,100.7,299000,kivimaja,uus,2016.0,3.0
Jalami tn 1-90,Haabersti,4.0,85.3,188900,paneelmaja,uus,2019.0,8.0
Soodi 4-35,Haabersti,5.0,113.0,276000,kivimaja,uus,2021.0,5.0
Pille 9/2-40,Kesklinn,3.0,79.0,209900,paneelmaja,uus,2020.0,6.0
Uus-Sadama 11,Kesklinn,2.0,56.2,189000,kivimaja,uus,2018.0,6.0
Põllu tn 127,Nõmme,3.0,81.9,125000,kivimaja,vajab renoveerimist,1999.0,4.0
Vabaduse pst 181,Nõmme,3.0,85.8,155900,kivimaja,renoveeritud,2008.0,3.0
Tuukri 25-24,Kadriorg,3.0,82.4,289000,kivimaja,uus,2021.0,5.0
Suvila 8,Nõmme,2.0,67.9,137000,puitmaja,renoveeritud,1925.0,2.0
Ehitajate tee 91/2-7,Mustamäe,1.0,28.8,69000,kivimaja,uus,2020.0,8.0
Jalami tn 1-35,Mustamäe,4.0,86.7,187900,paneelmaja,uus,2019.0,8.0
Jahu 6-6/1-50,Põhja-Tallinn,2.0,48.1,170500,paneelmaja,uus,2019.0,6.6790013374944275
Jahu 6-6/1-56,Põhja-Tallinn,2.0,55.7,178000,paneelmaja,uus,2019.0,6.6790013374944275
Keava 7-1,Kesklinn,4.0,61.2,159000,kivimaja,uus,2020.0,3.0
Rehe 6,Haabersti,3.0,58.5,145000,paneelmaja,uus,2019.0,4.0
Tuukri 25-8,Kadriorg,2.0,47.3,169000,kivimaja,uus,2021.0,5.0
Taludevahe 116a,Haabersti,2.0,66.7,124000,kivimaja,uus,2009.0,4.0
Aiandi 8/2-23,Mustamäe,2.0,40.4,109490,kivimaja,uus,2021.0,6.0
Päevalille 2-8,Mustamäe,3.0,61.7,155900,paneelmaja,uus,2020.0,4.0
Lesta tn 10/3-40,Haabersti,4.0,95.1,408930,paneelmaja,uus,2019.0,3.0
Astangu 20-137,Mustamäe,4.0,90.9,184900,paneelmaja,uus,2019.0,5.0
Jahu 5-29,Põhja-Tallinn,3.0,78.7,284900,kivimaja,uus,2020.0,2.0
E. Vilde tee 132,Mustamäe,4.0,61.3,118000,paneelmaja,renoveeritud,1965.0,5.0
Taludevahe 116a,Haabersti,3.0,76.0,157000,kivimaja,uus,2008.0,4.0
Gildi 5-11,Kesklinn,4.0,91.4,219000,kivimaja,uus,2019.0,3.0
Soodi 4,Haabersti,2.0,52.8,140900,kivimaja,uus,2020.0,5.0
Seebi tn 1-1509,Kristiine,2.0,36.9,133900,kivimaja,uus,2020.0,20.0
Videviku 16,Kesklinn,2.0,39.0,87000,kivimaja,renoveeritud,1962.0,5.0
Lesta tn 10/2-16,Haabersti,2.0,68.5,229475,paneelmaja,uus,2019.0,1.0
Kaaruti 5-16,Haabersti,1.0,34.1,81900,paneelmaja,uus,2020.0,4.0
Pikri 4,Lasnamäe,2.0,52.8,76560,paneelmaja,keskmises seisukorras,1982.0,5.0
Lesta tn 10/1-10,Haabersti,5.0,148.5,460350,paneelmaja,uus,2019.0,3.0
Lüüsi tn 4-46,Kesklinn,5.0,121.8,430000,kivimaja,uus,2019.0,6.0
Akadeemia tee 14,Mustamäe,3.0,56.2,92500,paneelmaja,renoveeritud,1963.0,5.0
Taime 6,Põhja-Tallinn,3.0,54.1,164000,kivimaja,uus,2020.0,4.0
Poordi 3-61,Kesklinn,3.0,83.9,269000,kivimaja,uus,2017.0,7.0
Pärnu mnt 130-16,Kesklinn,3.0,86.9,148000,kivimaja,keskmises seisukorras,2008.0,8.0
Jõe 5,Kesklinn,2.0,56.6,149000,paneelmaja,heas korras,2006.0,9.0
Tartu mnt 56,Kesklinn,4.0,118.8,331500,kivimaja,uus,2017.0,8.0
Õismäe tee 52,Haabersti,2.0,49.3,85000,paneelmaja,renoveeritud,1975.0,9.0
Jahu 5-43,Kesklinn,3.0,70.6,303900,kivimaja,uus,2020.0,3.0
Juurdeveo 8-6,Kesklinn,3.0,96.2,201900,kivimaja,uus,2020.0,4.0
Jalami tn 1-56,Haabersti,3.0,72.4,153900,paneelmaja,uus,2019.0,8.0
Kuukressi tee 5-4,Pirita,2.0,54.1,135000,kivimaja,uus,2020.0,3.0
Akadeemia tee 54,Mustamäe,3.0,50.7,83000,paneelmaja,heas korras,1964.0,4.0
Tondiraba 3,Lasnamäe,1.0,32.7,60000,kivimaja,renoveeritud,1991.0,9.0
Jalami tn 1-88,Haabersti,4.0,94.8,218800,paneelmaja,uus,2019.0,8.0
J.Kappeli 8/1,Kesklinn,2.0,44.9,85000,palkmaja,renoveeritud,1913.0,2.0
Toom-Kuninga 15-90,Kesklinn,1.0,40.6,149000,paneelmaja,uus,2020.0,8.0
Valge 6A/2-13,Lasnamäe,3.0,59.3,158000,kivimaja,uus,2020.0,4.0
Tondiraba 5,Lasnamäe,2.0,32.8,63000,paneelmaja,heas korras,1990.0,9.0
Tagala 10-49,Haabersti,3.0,66.8,126000,kivimaja,uus,2019.0,4.0
Süda 4-207,Kesklinn,4.0,132.5,401000,kivimaja,uus,2020.0,6.0
Kari 6,Põhja-Tallinn,2.0,54.0,105000,kivimaja,heas korras,1983.0,5.0
Pikri 10,Lasnamäe,1.0,32.7,65000,paneelmaja,renoveeritud,1982.0,5.0
Männiku 93,Nõmme,1.0,32.0,51500,paneelmaja,keskmises seisukorras,1958.0,2.0
Lesta tn 10/1-2,Haabersti,5.0,173.5,624600,kivimaja,uus,2019.0,6.6790013374944275
Paepargi 50/2-35,Lasnamäe,2.0,60.8,139500,paneelmaja,uus,2020.0,8.0
Pille 9/1-B20,Kesklinn,2.0,50.0,140900,paneelmaja,uus,2020.0,4.0
Pirita tee 26c-5,Pirita,4.0,189.1,310000,kivimaja,uus,2012.0,4.0
Kärberi 16,Lasnamäe,4.0,66.8,103000,paneelmaja,renoveeritud,1984.0,5.0
Läänemere tee 2,Lasnamäe,1.0,32.8,61500,paneelmaja,renoveeritud,1990.0,9.0
Jalami tn 1-59,Mustamäe,4.0,85.6,176900,paneelmaja,uus,2019.0,8.0
Jahu 5-50,Põhja-Tallinn,3.0,91.8,380900,kivimaja,uus,2020.0,3.0
Päevalille 4-101,Mustamäe,2.0,38.3,112900,paneelmaja,uus,2020.0,15.0
Juhkentali 32,Kesklinn,2.0,53.1,115000,kivimaja,renoveeritud,1947.0,5.0
Seebi tn 1-1706,Kesklinn,2.0,45.3,171900,kivimaja,uus,2020.0,20.0
Jalami tn 1-23,Haabersti,2.0,49.9,105400,paneelmaja,uus,2019.0,8.0
Valge 6A/1-5,Lasnamäe,2.0,76.1,217000,kivimaja,uus,2020.0,3.0
P. Süda tn 11,Kesklinn,4.0,113.0,385000,kivimaja,uus,2003.0,5.0
Kalevipoja põik 3,Lasnamäe,2.0,49.6,87500,paneelmaja,renoveeritud,1979.0,9.0
Keava 7-13,Kesklinn,2.0,34.0,114000,kivimaja,uus,2020.0,3.0
Aiandi 8/1-25,Mustamäe,3.0,54.5,136990,kivimaja,uus,2021.0,8.0
Puhangu 69,Põhja-Tallinn,2.0,48.1,85000,kivimaja,renoveeritud,1991.0,5.0
Pallasti 44,Lasnamäe,3.0,74.4,179000,kivimaja,uus,2012.0,3.0
Kopli 42,Põhja-Tallinn,3.0,71.0,130000,puitmaja,san. remont tehtud,1917.0,2.0
Paepargi 50/1-22,Lasnamäe,4.0,101.8,193000,paneelmaja,uus,2020.0,14.0
Idakaare 2a-3,Nõmme,4.0,96.0,355000,kivimaja,uus,2020.0,3.0
Kuuse 20a,Nõmme,4.0,136.3,174900,kivimaja,renoveeritud,1995.0,4.0
Sõpruse puiestee 222,Mustamäe,8.0,264.8,330000,kivimaja,vajab renoveerimist,1993.0,16.0
Ehitajate tee 37,Mustamäe,2.0,45.4,72900,paneelmaja,renoveeritud,1963.0,5.0
Tammsaare tee 70,Mustamäe,2.0,43.5,85000,paneelmaja,renoveeritud,1971.0,5.0
Lüüsi tn 4-9,Kesklinn,4.0,119.2,285000,kivimaja,uus,2019.0,6.0
Soo 28,Põhja-Tallinn,3.0,58.3,139900,kivimaja,renoveeritud,1965.0,5.0
Sõle tn 35,Põhja-Tallinn,2.0,49.1,94500,kivimaja,renoveeritud,1972.0,9.0
Majaka 54,Kesklinn,4.0,90.2,199000,kivimaja,uus,2019.0,4.0
Alasi 5-4,Põhja-Tallinn,2.0,45.1,118450,kivimaja,uus,2020.0,4.0
Võidujooksu 7-43,Lasnamäe,2.0,40.1,107290,kivimaja,uus,2020.0,7.0
Jõeküla tee 18/3-13,Haabersti,2.0,44.2,124900,kivimaja,uus,2021.0,2.0
Võistluse 6-1,Kesklinn,3.0,93.7,187800,kivimaja,uus,2019.0,14.0
Kungla 45/1,Põhja-Tallinn,2.0,56.0,119000,kivimaja,renoveeritud,1908.0,2.0
Tööstuse  58,Põhja-Tallinn,3.0,63.6,118500,kivimaja,renoveeritud,1957.0,3.0
Loitsu 5,Lasnamäe,3.0,60.3,85000,paneelmaja,vajab renoveerimist,1981.0,9.0
Saadu tn 1-1,Haabersti,3.0,64.5,149900,kivimaja,uus,2020.0,2.0
KÄRBERI TN. 32,Lasnamäe,2.0,47.0,76000,paneelmaja,renoveeritud,1984.0,5.0
Õismäe tee 9,Haabersti,3.0,66.4,90500,paneelmaja,vajab san. remonti,1975.0,5.0
Pille 9/4-B92,Kesklinn,2.0,55.9,158900,paneelmaja,uus,2020.0,4.0
Järve 2-140,Kristiine,3.0,65.3,188400,paneelmaja,uus,2020.0,18.0
Möldre tee 2-4,Mustamäe,4.0,93.3,189400,kivimaja,uus,2020.0,2.0
Pöörise 7-22,Mustamäe,3.0,63.7,132000,paneelmaja,uus,2020.0,12.0
Pöörise 7-44,Mustamäe,2.0,45.4,102000,paneelmaja,uus,2020.0,12.0
Õismäe tee 87,Haabersti,3.0,70.1,88500,paneelmaja,keskmises seisukorras,1975.0,5.0
Tagala 10B-63,Haabersti,3.0,71.0,139000,kivimaja,uus,2019.0,4.0
Vesivärava 40-2,Kesklinn,2.0,59.2,250000,kivimaja,uus,2017.0,3.0
Tatari tn 46-21,Kesklinn,4.0,94.1,215000,kivimaja,uus,1960.0,5.0
Liikuri 18c-10,Lasnamäe,3.0,53.5,130290,kivimaja,uus,2020.0,7.0
Kärberi 27,Lasnamäe,3.0,66.0,84000,paneelmaja,vajab renoveerimist,1984.0,9.0
Tungla 14,Nõmme,3.0,61.9,114000,kivimaja,renoveeritud,1978.0,5.0
Sõpruse pst 198,Mustamäe,2.0,43.7,81500,paneelmaja,renoveeritud,1967.0,5.0
Randla 14,Põhja-Tallinn,2.0,39.3,79500,paneelmaja,heas korras,1961.0,4.0
Paepargi 50/1,Lasnamäe,3.0,67.4,145500,paneelmaja,uus,2020.0,14.0
Aiandi 8/1-20,Mustamäe,3.0,74.8,157990,kivimaja,uus,2021.0,8.0
Võidujooksu 7-34,Lasnamäe,3.0,60.6,135290,kivimaja,uus,2020.0,7.0
Keava 7-9,Kesklinn,2.0,34.0,102000,kivimaja,uus,2020.0,3.0
Soodi 4,Põhja-Tallinn,4.0,97.2,238000,kivimaja,uus,2020.0,5.0
Ehitajate tee 70,Mustamäe,2.0,47.4,76000,paneelmaja,san. remont tehtud,1967.0,5.0
Poordi 3-82,Kesklinn,4.0,218.0,759000,kivimaja,uus,2017.0,7.0
Tuletorni tn 8,Lasnamäe,2.0,44.2,122000,kivimaja,uus,2021.0,3.0
Keava 7-14,Kesklinn,2.0,34.0,115000,kivimaja,uus,2020.0,3.0
Kaaruti 5-20,Haabersti,2.0,49.3,116900,paneelmaja,uus,2020.0,4.0
Anni tn. 5,Lasnamäe,3.0,52.4,86900,paneelmaja,renoveeritud,1982.0,5.0
Poordi 3-37,Kesklinn,3.0,117.8,449000,kivimaja,uus,2016.0,7.0
Seebi tn 1-2002,Kesklinn,5.0,300.6,1500000,kivimaja,uus,2020.0,20.0
Paepargi 50/1-60,Lasnamäe,3.0,63.6,152500,paneelmaja,uus,2020.0,14.0
Sütiste tee 19a,Mustamäe,2.0,63.0,104900,kivimaja,uus,2007.0,7.0
Päevalille 4-87,Haabersti,2.0,38.3,108900,paneelmaja,uus,2020.0,15.0
Seebi tn 1-308,Mustamäe,2.0,48.3,121700,kivimaja,uus,2020.0,20.0
Kiini 2,Haabersti,5.0,135.0,275000,kivimaja,uus,2019.0,3.0
Turu plats 5,Nõmme,4.0,84.1,189000,kivimaja,renoveeritud,1999.0,8.0
Kopli 69e,Põhja-Tallinn,1.0,18.9,44998,kivimaja,keskmises seisukorras,1956.0,4.0
Jahu 5-19,Põhja-Tallinn,2.0,39.0,164900,kivimaja,uus,2020.0,3.0
Sikupilli 9,Lasnamäe,3.0,51.1,89000,kivimaja,renoveeritud,1962.0,5.0
Paekaare 46,Lasnamäe,2.0,50.0,74800,paneelmaja,heas korras,1978.0,9.0
Planeedi 2,Kesklinn,3.0,62.0,159900,kivimaja,renoveeritud,1971.0,8.0
Laulupeo tn 23,Kadriorg,2.0,69.7,132000,kivimaja,renoveeritud,1959.0,4.0
Valge 6A/1-4,Kadriorg,5.0,137.2,453000,kivimaja,uus,2020.0,3.0
Sõpruse pst 238,Mustamäe,1.0,30.1,64500,paneelmaja,renoveeritud,1966.0,5.0
Vana-Lõuna tn 39,Kesklinn,4.0,100.3,252000,kivimaja,heas korras,2008.0,3.0
Lasnamäe tn 16,Kesklinn,4.0,104.1,260000,kivimaja,uus,2019.0,6.0
Salme 26,Põhja-Tallinn,2.0,87.3,219999,puitmaja,renoveeritud,1915.0,3.0
Tööstuse 28a,Põhja-Tallinn,2.0,72.5,166000,kivimaja,uus,2020.0,4.0
Männiku tee 103,Nõmme,2.0,47.2,89900,kivimaja,renoveeritud,1960.0,2.0
Astangu 20-126,Haabersti,3.0,63.7,136900,paneelmaja,uus,2019.0,5.0
Poordi 3-63,Kesklinn,4.0,110.9,319000,kivimaja,uus,2017.0,7.0
Päevalille 4-44,Haabersti,3.0,62.2,143900,paneelmaja,uus,2020.0,15.0
Aiandi 5/2-5,Mustamäe,2.0,44.1,112590,kivimaja,uus,2020.0,4.0
Sõle 64,Põhja-Tallinn,7.0,102.4,126998,kivimaja,keskmises seisukorras,2004.0,4.0
Soo 1b,Põhja-Tallinn,3.0,91.4,244000,kivimaja,heas korras,2013.0,4.0
Pöörise 7-11,Mustamäe,2.0,45.0,99000,paneelmaja,uus,2020.0,12.0
Asula tn 9,Kesklinn,2.0,53.6,119500,kivimaja,renoveeritud,1950.0,4.0
Sõpruse pst 214,Mustamäe,2.0,49.1,84900,kivimaja,renoveeritud,1973.0,9.0
Kase 68,Pirita,2.0,60.5,124000,paneelmaja,heas korras,2006.0,5.0
Lille 18,Kristiine,4.0,90.0,99000,kivimaja,renoveeritud,1957.0,6.6790013374944275
Kalaranna 8/12-10,Põhja-Tallinn,2.0,61.8,238000,paneelmaja,uus,2020.0,5.0
Soodi 4,Haabersti,2.0,59.9,152500,kivimaja,uus,2020.0,5.0
Tagala 10A-20,Haabersti,3.0,83.2,156000,kivimaja,uus,2019.0,4.0
Paepargi 50/1-15,Lasnamäe,3.0,63.8,134500,paneelmaja,uus,2020.0,14.0
Tõnismägi 11a-38,Kesklinn,4.0,95.5,291000,kivimaja,uus,2019.0,7.0
Lasnamäe tn 16,Kesklinn,4.0,104.1,278000,kivimaja,uus,2019.0,6.0
Kuukressi tee 5-1,Pirita,3.0,66.2,169000,paneelmaja,uus,2020.0,3.0
Pöörise 7-3,Mustamäe,3.0,63.5,129000,paneelmaja,uus,2020.0,12.0
Päevalille 4-88,Haabersti,3.0,58.0,152900,paneelmaja,uus,2020.0,15.0
Kaaruti 5-4,Haabersti,4.0,84.0,170900,paneelmaja,uus,2020.0,4.0
Järve 2-130,Kristiine,2.0,46.4,133400,paneelmaja,uus,2020.0,18.0
Aiandi 8/1-29,Mustamäe,3.0,61.1,146990,kivimaja,uus,2021.0,8.0
Juurdeveo 8-11,Kesklinn,4.0,85.6,273920,kivimaja,uus,2020.0,4.0
Kuldnoka 5,Kristiine,3.0,59.7,155000,paneelmaja,renoveeritud,2015.0,6.0
Mustamäe tee 183,Mustamäe,2.0,43.6,89000,kivimaja,renoveeritud,1966.0,5.0
Soo 7a-1,Põhja-Tallinn,5.0,128.4,306800,kivimaja,uus,2019.0,2.0
Tagala 10-12,Haabersti,3.0,83.2,154000,paneelmaja,uus,2019.0,4.0
Soodi 4-5,Haabersti,1.0,44.4,116500,kivimaja,uus,2021.0,5.0
Süsta 6,Põhja-Tallinn,6.0,132.9,260000,puitmaja,vajab renoveerimist,1914.0,2.0
Jalami tn 1-83,Mustamäe,3.0,85.8,163900,paneelmaja,uus,2019.0,8.0
Päevalille 2-17,Mustamäe,4.0,76.7,181900,paneelmaja,uus,2020.0,4.0
Rehe 6,Haabersti,2.0,46.4,119900,paneelmaja,uus,2019.0,4.0
Jahu 5-47,Kesklinn,3.0,70.7,283900,kivimaja,uus,2020.0,3.0
Valge 6A/2-9,Lasnamäe,3.0,59.2,155000,kivimaja,uus,2020.0,4.0
Paepargi 50/2-34,Lasnamäe,4.0,98.2,192000,paneelmaja,uus,2020.0,8.0
Liikuri 8A,Lasnamäe,2.0,68.7,110000,kivimaja,keskmises seisukorras,2006.0,8.0
Paldiski mnt 21-9,Kesklinn,3.0,97.5,269000,paneelmaja,uus,2019.0,5.0
Kadaka tee 171,Mustamäe,1.0,31.5,61500,paneelmaja,renoveeritud,1963.0,5.0
Järve 2-188,Kristiine,2.0,46.0,141300,paneelmaja,uus,2020.0,18.0
Talviku tn 1-7,Kristiine,1.0,29.8,99900,paneelmaja,uus,2020.0,4.0
Juurdeveo 8-3,Kesklinn,4.0,83.5,215900,kivimaja,uus,2020.0,4.0
Seebi tn 1-505,Kesklinn,4.0,92.2,299900,kivimaja,uus,2020.0,20.0
Ehitajate tee 91/2-33,Mustamäe,2.0,36.5,93000,kivimaja,uus,2020.0,8.0
Siili 15,Mustamäe,4.0,73.8,145000,kivimaja,renoveeritud,1982.0,9.0
Kolde pst 72-43,Põhja-Tallinn,2.0,54.2,151690,kivimaja,uus,2018.0,8.0
Lai tn 10-9,Vanalinn,3.0,169.4,359000,kivimaja,renoveeritud,1700.0,4.0
Raadiku 21,Lasnamäe,1.0,32.9,62000,paneelmaja,renoveeritud,1985.0,5.0
Järve 2-209,Kristiine,2.0,46.0,150500,paneelmaja,uus,2020.0,18.0
Magasini 3,Kesklinn,5.0,90.5,315000,puitmaja,uus,2020.0,3.0
Seebi tn 1-504,Kristiine,2.0,41.4,117400,kivimaja,uus,2020.0,20.0
Mustamäe tee 102,Mustamäe,3.0,60.4,83900,paneelmaja,vajab san. remonti,1967.0,5.0
Lesta tn 10/2-18,Haabersti,3.0,89.2,280980,paneelmaja,uus,2019.0,3.0
Valge 6A/1-7,Lasnamäe,2.0,70.0,203000,kivimaja,uus,2019.0,3.0
Linnamäe tee 12,Lasnamäe,2.0,49.0,77000,paneelmaja,san. remont tehtud,1987.0,9.0
Anni tn. 5,Lasnamäe,2.0,52.4,86900,paneelmaja,renoveeritud,1982.0,5.0
Kauna 3a-1,Kesklinn,5.0,167.2,499000,kivimaja,uus,2018.0,3.0
Mustamäe tee 175,Mustamäe,3.0,61.8,85000,paneelmaja,keskmises seisukorras,1967.0,5.0
Soodi 4,Põhja-Tallinn,3.0,67.9,176900,kivimaja,uus,2020.0,5.0
Paepargi 50/1-26,Lasnamäe,3.0,66.1,152500,paneelmaja,uus,2020.0,14.0
Seebi tn 1-603,Kesklinn,3.0,77.7,243900,kivimaja,uus,2020.0,20.0
Järve 2-152,Kristiine,3.0,65.3,177500,paneelmaja,uus,2020.0,18.0
Liikuri 8a,Lasnamäe,2.0,68.5,119000,kivimaja,uus,2006.0,7.0
Kärneri 1,Haabersti,4.0,100.0,190000,paneelmaja,heas korras,2007.0,8.0
Süda 4-501,Kesklinn,2.0,55.3,246000,kivimaja,uus,2019.0,6.0
Seebi tn 1-1401,Mustamäe,2.0,42.5,146900,kivimaja,uus,2020.0,20.0
Mustakivi 25,Lasnamäe,3.0,79.7,185000,paneelmaja,uus,2018.0,12.0
Pihlaka 14,Nõmme,2.0,52.6,79000,paneelmaja,keskmises seisukorras,1979.0,5.0
Liikuri 32,Lasnamäe,3.0,61.3,94900,kivimaja,heas korras,1986.0,9.0
Oksa tn // Seebi tn 2//4-21,Kristiine,2.0,32.5,110000,kivimaja,uus,2020.0,4.0
Jalami tn 1-75,Mustamäe,3.0,68.1,150900,paneelmaja,uus,2019.0,8.0
Pärnu mnt 129c/2,Kesklinn,3.0,69.7,158000,paneelmaja,heas korras,2008.0,7.0
